Primary Key,Incident Number,Report Type,Report Type Description,Incident Status Code,Incident Status Description,Investigation Status,Incident Occurred,Incident Reported,Incident Location,ZIP,RPA,Zone,Location Code,Location Description,Offense Number,Offense NIBRS,Offense Description,Weapon Primary,Weapon Description,Victim Number,Domestic Related,Victim Type,Victim Description,Victim Gender,Victim Race,Victim Ethnicity,Victim County Resident,Latitude,Longitude,Mapped Location,grid
20181059245_11,20181059245,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/24/2018 10:25,12/24/2018 0:20,600 NEILL AVE,37206,1915,227,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.181,-86.76,"(36.181, -86.76)",1890
20181060457_11,20181060457,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/25/2018 1:35,12/25/2018 3:20,2800 CREEKBEND DR,37207,3045,621,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.235,-86.797,"(36.235, -86.797)",1568
20181067263_11,20181067263,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/28/2018 5:00,12/28/2018 5:44,900 RICHARDS RD,37013,8899,323,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.069,-86.679,"(36.069, -86.679)",2645
20181060663_11,20181060663,D,DISPATCHED,U,UNFOUNDED,Closed,12/25/2018 3:50,12/25/2018 5:23,300 GLENGARRY DR,37217,8811,315,20,"PARKING LOT, GARAGE",1,13A,INTENTIONAL AGGRAVATED ASSAULT,6,LETHAL/CUTTING INSTRUMENT,1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.121,-86.704,"(36.121, -86.704)",2408
20181061730_11,20181061730,D,DISPATCHED,O,OPEN,Open,12/25/2018 22:12,12/26/2018 0:23,ELM HILL PIKE,,,,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT - STRANGULATION (NO LOSS OF CONSCIOUSNESS),9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.15,-86.7,"(36.15, -86.7)",2460
20181059784_11,20181059784,D,DISPATCHED,O,OPEN,Open,12/24/2018 16:20,12/24/2018 17:29,POWELL AVE,,,,8,"DEPARTMENT, DISCOUNT STORE",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.11,-86.77,"(36.11, -86.77)",1837
20181059557_11,20181059557,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/24/2018 15:00,12/24/2018 15:30,7000 BONNAMERE DR,37076,9615,521,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.205,-86.636,"(36.205, -86.636)",2946
20181060857_11,20181060857,D,DISPATCHED,O,OPEN,Open,12/25/2018 7:27,12/25/2018 7:56,STEWARTS FERRY PIKE,,,,13,"HIGHWAY, ROAD, ALLEY",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.15,-86.63,"(36.15, -86.63)",2955
20181066985_11,20181066985,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/28/2018 0:05,12/28/2018 5:29,6500 PREMIER DR,37209,5023,123,90,APARTMENT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,W,Hispanic,RESIDENT,36.144,-86.88,"(36.144, -86.88)",960
20181063453_11,20181063453,D,DISPATCHED,O,OPEN,Open,12/26/2018 15:50,12/26/2018 17:22,S 8TH ST,,,,22,"RESIDENCE, HOME",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.17,-86.76,"(36.17, -86.76)",1892
20181063830_23,20181063830,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/26/2018 19:12,12/26/2018 22:36,200 N GALLATIN PIKE,37115,1701,715,13,"HIGHWAY, ROAD, ALLEY",2,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),3,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.264,-86.711,"(36.264, -86.711)",2325
20181060065_11,20181060065,D,DISPATCHED,O,OPEN,Open,12/24/2018 21:00,12/24/2018 22:04,CLAIBORNE ST,,,,13,"HIGHWAY, ROAD, ALLEY",1,13A,INTENTIONAL AGGRAVATED ASSAULT,1,HANDGUN,1,No,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.15,-86.76,"(36.15, -86.76)",1895
20181066730_11,20181066730,D,DISPATCHED,O,OPEN,Open,12/27/2018 21:30,12/27/2018 23:17,NOLENSVILLE PIKE,,,,13,"HIGHWAY, ROAD, ALLEY",1,13A,INTENTIONAL AGGRAVATED ASSAULT,8,MOTOR VEHICLE,1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.08,-86.72,"(36.08, -86.72)",2299
20181059761_11,20181059761,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/24/2018 16:51,12/24/2018 17:51,3100 GREGGWOOD DR,37207,3029,621,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.234,-86.792,"(36.234, -86.792)",1628
20181066580_11,20181066580,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/27/2018 20:00,12/27/2018 20:59,900 S 8TH CT,37206,1025,211,90,APARTMENT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.166,-86.755,"(36.166, -86.755)",1959
20181059037_11,20181059037,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/24/2018 7:00,12/24/2018 8:24,700 YOWELL AVE,37115,1611,713,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,NON RESIDENT,36.258,-86.696,"(36.258, -86.696)",2441
20181062584_11,20181062584,D,DISPATCHED,O,OPEN,Open,12/26/2018 6:30,12/26/2018 10:40,CANNON ST,,,,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT - STRANGULATION (NO LOSS OF CONSCIOUSNESS),9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.15,-86.76,"(36.15, -86.76)",1895
20181060602_11,20181060602,D,DISPATCHED,O,OPEN,Open,12/25/2018 2:45,12/28/2018 23:23,APACHE TRL,,,,20,"PARKING LOT, GARAGE",1,13A,"Assault, Aggravated - Deadly Weapon - Int/Kn",1,HANDGUN,1,No,I,INDIVIDUAL (18 AND OVER),M,W,Hispanic,RESIDENT,36.07,-86.69,"(36.07, -86.69)",2530
20181066377_22,20181066377,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/27/2018 18:32,12/27/2018 19:21,2300 MURFREESBORO PIKE,37217,8935,535,12,"GROCERY, SUPERMARKET",2,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),2,No,I,INDIVIDUAL (18 AND OVER),F,W,Hispanic,RESIDENT,36.087,-86.649,"(36.087, -86.649)",2867
20181058998_11,20181058998,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/24/2018 2:00,12/24/2018 7:38,1600 23RD AVE N,37208,4463,613,22,"RESIDENCE, HOME",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.175,-86.814,"(36.175, -86.814)",1467
20181067123_11,20181067123,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/27/2018 23:30,12/28/2018 4:57,BRICK CHURCH PIKE & W TRINITY LN,37207,3021,621,14,"HOTEL, MOTEL, ETC.",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,NON RESIDENT,36.207,-86.778,"(36.207, -86.778)",1757
20181057594_11,20181057594,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/23/2018 16:20,12/23/2018 19:15,800 GLASTONBURY RD,37217,8825,531,90,APARTMENT,1,13A,INTENTIONAL AGGRAVATED ASSAULT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.134,-86.702,"(36.134, -86.702)",2406
20181064049_11,20181064049,D,DISPATCHED,O,OPEN,Open,12/26/2018 21:16,12/26/2018 21:43,KINWOOD DR,,,,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,UNKNOWN,36.07,-86.62,"(36.07, -86.62)",3066
20181061708_11,20181061708,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/25/2018 22:10,12/25/2018 23:10,500 SOUTHGATE AVE,37203,8053,821,90,APARTMENT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.136,-86.769,"(36.136, -86.769)",1832
20181059992_11,20181059992,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/24/2018 19:43,12/24/2018 20:19,2300 LEBANON PIKE,37214,9203,515,90,APARTMENT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,NON RESIDENT,36.169,-86.687,"(36.169, -86.687)",2570
20181059519_11,20181059519,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/24/2018 14:21,12/24/2018 15:53,100 BART DR,37013,8713,321,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.058,-86.693,"(36.058, -86.693)",2532
20181063660_22,20181063660,D,DISPATCHED,O,OPEN,Open,12/26/2018 16:00,12/26/2018 22:07,N GALLATIN PIKE,,,,8,"DEPARTMENT, DISCOUNT STORE",2,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,2,No,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.3,-86.69,"(36.3, -86.69)",2490
20181059653_11,20181059653,D,DISPATCHED,O,OPEN,Open,12/24/2018 15:48,12/24/2018 16:25,CANNON ST,,,,90,APARTMENT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.15,-86.76,"(36.15, -86.76)",1895
20181057926_11,20181057926,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/23/2018 20:29,12/23/2018 21:01,3300 CHESAPEAKE CIR,37207,2033,721,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.245,-86.777,"(36.245, -86.777)",1751
20181066763_11,20181066763,D,DISPATCHED,O,OPEN,Open,12/27/2018 22:00,12/27/2018 23:02,HICKORY TRACE DR,,,,90,APARTMENT,1,13A,INTENTIONAL AGGRAVATED ASSAULT,01S,HANDGUN - SEMIAUTOMATIC,1,No,I,INDIVIDUAL (18 AND OVER),M,W,Hispanic,RESIDENT,36.05,-86.72,"(36.05, -86.72)",2304
20181064424_11,20181064424,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/27/2018 0:30,12/27/2018 3:10,300 BROADWAY,37201,4093,421,3,"BAR, NIGHT CLUB",1,13A,AGGRAV ASSLT - NONFAMILY-WEAPON,6,LETHAL/CUTTING INSTRUMENT,1,No,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.161,-86.776,"(36.161, -86.776)",1765
20181065313_11,20181065313,D,DISPATCHED,O,OPEN,Open,12/27/2018 9:30,12/27/2018 10:26,2ND AVE N,,,,13,"HIGHWAY, ROAD, ALLEY",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.17,-86.78,"(36.17, -86.78)",1764
20181064289_11,20181064289,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/26/2018 23:41,12/27/2018 3:58,1500 HUNTERS BRANCH RD,37013,8759,331,22,"RESIDENCE, HOME",1,13A,"Assault, Aggravated - Deadly Weapon - Int/Kn",7,CLUB,1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.029,-86.711,"(36.029, -86.711)",2366
20181060412_11,20181060412,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/25/2018 1:19,12/25/2018 5:58,700 CRUTCHER ST,37206,1019,211,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.164,-86.755,"(36.164, -86.755)",1960
20181063885_11,20181063885,D,DISPATCHED,O,OPEN,Open,12/26/2018 19:01,12/26/2018 20:49,FAIRVIEW DR,,,,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.21,-86.84,"(36.21, -86.84)",1240
20181061074_11,20181061074,D,DISPATCHED,O,OPEN,Open,12/25/2018 0:08,12/25/2018 0:39,5TH AVE N,,,,13,"HIGHWAY, ROAD, ALLEY",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.17,-86.78,"(36.17, -86.78)",1764
20181060004_11,20181060004,D,DISPATCHED,O,OPEN,Open,12/23/2018 20:22,12/24/2018 21:09,LEWIS ST,,,,22,"RESIDENCE, HOME",1,13A,INTENTIONAL AGGRAVATED ASSAULT,5,OTHER FIREARM,1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.15,-86.76,"(36.15, -86.76)",1895
20181065740_11,20181065740,D,DISPATCHED,O,OPEN,Open,12/27/2018 13:27,12/27/2018 14:06,BELL FORGE LN E,,,,26,SPECIALTY STORE,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),F,B,Unknown,NON RESIDENT,36.05,-86.65,"(36.05, -86.65)",2873
20181064578_12,20181064578,D,DISPATCHED,O,OPEN,Open,12/27/2018 2:00,12/27/2018 4:22,MURFREESBORO PIKE,,,,13,"HIGHWAY, ROAD, ALLEY",1,13A,"ASSAULT, VEHICULAR, AGGRAVATED",8,MOTOR VEHICLE,2,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.1,-86.81,"(36.1, -86.81)",1480
20181065577_11,20181065577,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/27/2018 0:04,12/27/2018 0:32,900 VILLAGE CT,37206,1037,211,10,"FIELD, WOODS",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.166,-86.746,"(36.166, -86.746)",2026
20181060933_11,20181060933,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/25/2018 9:00,12/25/2018 9:37,600 WHISPERING OAKS PL,37211,8419,317,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.083,-86.716,"(36.083, -86.716)",2357
20181060203_11,20181060203,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/24/2018 22:50,12/24/2018 23:57,1000 PAWNEE TRL,37115,1617,713,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.244,-86.665,"(36.244, -86.665)",2728
20181059966_12,20181059966,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/24/2018 19:45,12/24/2018 21:11,600 CROLEY DR,37209,4685,115,22,"RESIDENCE, HOME",1,13A,"Assault, Aggravated - Deadly Weapon - Int/Kn",6,LETHAL/CUTTING INSTRUMENT,2,No,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.156,-86.875,"(36.156, -86.875)",958
20181060106_11,20181060106,D,DISPATCHED,O,OPEN,Open,12/24/2018 22:45,12/24/2018 22:45,COFFEE ST,,,,13,"HIGHWAY, ROAD, ALLEY",1,13A,AGGRAV ASSLT - NONFAMILY-GUN,01S,HANDGUN - SEMIAUTOMATIC,1,No,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.18,-86.8,"(36.18, -86.8)",1578
20181065092_11,20181065092,D,DISPATCHED,O,OPEN,Open,11/24/2018 0:00,12/27/2018 7:51,DUE WEST AVE N,,,,90,APARTMENT,1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.25,-86.74,"(36.25, -86.74)",2079
20181063408_11,20181063408,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/26/2018 15:30,12/26/2018 16:34,600 BELL RD,37013,8865,333,22,"RESIDENCE, HOME",1,13B,"Assault, health care provider - Bodily Injury",9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.061,-86.639,"(36.061, -86.639)",2921
20181059463_11,20181059463,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/24/2018 0:55,12/24/2018 14:13,800 NETHERLANDS DR,37076,9509,523,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.198,-86.601,"(36.198, -86.601)",3183
20181068341_11,20181068341,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/28/2018 15:16,12/28/2018 16:20,100 BURNING TREE DR,37076,9557,523,90,APARTMENT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.176,-86.604,"(36.176, -86.604)",3144
20181073320_11,20181073320,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/31/2018 1:45,12/31/2018 4:52,100 N 1ST ST,37213,1993,413,20,"PARKING LOT, GARAGE",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,NON RESIDENT,36.171,-86.773,"(36.171, -86.773)",1826
20181069061_11,20181069061,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/28/2018 21:30,12/29/2018 17:24,1800 ISABELLE LN,37013,8867,333,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT - STRANGULATION (NO LOSS OF CONSCIOUSNESS),9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.042,-86.63,"(36.042, -86.63)",2974
20181074536_11,20181074536,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/31/2018 14:45,12/31/2018 19:33,700 DERBY TRCE,37211,8653,835,90,APARTMENT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.043,-86.74,"(36.043, -86.74)",2114
20181073846_12,20181073846,S,SUSPECT,A,CLEARED BY ARREST,Closed,12/31/2018 8:28,12/31/2018 8:58,0 DECATUR ST,37210,8221,511,13,"HIGHWAY, ROAD, ALLEY",1,13A,AGGRAV ASSLT - POL OFF-WEAPON,8,MOTOR VEHICLE,2,No,P,POLICE OFFICER,M,W,Non-Hispanic,RESIDENT,36.15,-86.754,"(36.15, -86.754)",1962
20181071142_11,20181071142,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/29/2018 21:15,12/29/2018 23:42,3800 TURLEY DR,37211,8703,321,22,"RESIDENCE, HOME",1,13A,AGGRAV ASSLT - FAMILY-WEAPON,6,LETHAL/CUTTING INSTRUMENT,1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.073,-86.709,"(36.073, -86.709)",2358
20181072081_11,20181072081,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/29/2018 0:00,12/30/2018 0:53,800 BROOKS AVE,37115,1709,715,22,"RESIDENCE, HOME",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Hispanic,RESIDENT,36.271,-86.707,"(36.271, -86.707)",2382
20181074747_11,20181074747,D,DISPATCHED,O,OPEN,Open,12/31/2018 17:00,12/31/2018 17:46,OLD HICKORY BLVD,,,,23,RESTAURANT,1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.19,-86.62,"(36.19, -86.62)",3045
20181071336_11,20181071336,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/30/2018 0:30,12/30/2018 1:32,4100 CENTRAL PIKE,37076,9557,523,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT - STRANGULATION (NO LOSS OF CONSCIOUSNESS),9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.172,-86.594,"(36.172, -86.594)",3187
20181074060_22,20181074060,D,DISPATCHED,O,OPEN,Open,12/31/2018 10:00,12/31/2018 11:05,SHELBY AVE,,,,7,CONVENIENCE STORE,2,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,2,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.17,-86.76,"(36.17, -86.76)",1892
20181074480_11,20181074480,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/31/2018 14:00,12/31/2018 15:38,400 BNA DR,37217,8951,531,20,"PARKING LOT, GARAGE",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,NON RESIDENT,36.137,-86.697,"(36.137, -86.697)",2462
20181070489_11,20181070489,W,WITNESS,A,CLEARED BY ARREST,Closed,12/29/2018 14:30,12/29/2018 15:00,400 OPRY MILLS DR,37214,9209,515,26,SPECIALTY STORE,1,13B,SIMPLE ASSLT,15,OTHER,1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,NON RESIDENT,36.202,-86.693,"(36.202, -86.693)",2507
20181069199_11,20181069199,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/28/2018 23:27,12/29/2018 0:38,3300 LINCOYA CREEK DR,37214,8957,533,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT - STRANGULATION (NO LOSS OF CONSCIOUSNESS),9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.147,-86.625,"(36.147, -86.625)",3004
20181073051_11,20181073051,D,DISPATCHED,O,OPEN,Open,12/30/2018 22:15,12/31/2018 16:12,AUGUSTA DR,,,,22,"RESIDENCE, HOME",1,13A,INTENTIONAL AGGRAVATED ASSAULT,1,HANDGUN,1,No,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.22,-86.82,"(36.22, -86.82)",1404
20181070163_11,20181070163,D,DISPATCHED,O,OPEN,Open,12/29/2018 9:34,12/29/2018 11:54,WEST AVE,,,,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.19,-86.75,"(36.19, -86.75)",2022
20181071109_11,20181071109,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/29/2018 17:10,12/29/2018 22:31,1400 TYNE BLVD,37215,6313,833,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.078,-86.814,"(36.078, -86.814)",1483
20181073339_11,20181073339,D,DISPATCHED,O,OPEN,Open,12/30/2018 2:30,12/31/2018 4:10,MILLWOOD DR,,,,3,"BAR, NIGHT CLUB",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),M,W,Hispanic,UNKNOWN,36.13,-86.71,"(36.13, -86.71)",2348
20190000217_11,20190000217,D,DISPATCHED,O,OPEN,Open,12/28/2018 3:30,1/1/2019 4:20,3RD AVE N,,,,22,"RESIDENCE, HOME",1,13A,ASSAULT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.18,-86.79,"(36.18, -86.79)",1637
20181069576_11,20181069576,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/28/2018 23:00,12/29/2018 4:41,600 COMMERCE ST,37203,4109,421,14,"HOTEL, MOTEL, ETC.",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,NON RESIDENT,36.161,-86.781,"(36.161, -86.781)",1702
20181072312_11,20181072312,D,DISPATCHED,O,OPEN,Open,12/30/2018 14:09,12/30/2018 14:44,WOODLAND ST,,,,13,"HIGHWAY, ROAD, ALLEY",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,NON RESIDENT,36.18,-86.75,"(36.18, -86.75)",2024
20181071363_11,20181071363,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/30/2018 0:39,12/30/2018 3:58,2100 BRANSFORD AVE,37204,8031,821,22,"RESIDENCE, HOME",1,13A,"Assault, Aggravated - Strangulation - Int/Kn - In Concert",7,CLUB,1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.131,-86.768,"(36.131, -86.768)",1833
20181071026_11,20181071026,D,DISPATCHED,O,OPEN,Open,12/29/2018 20:44,12/29/2018 21:38,LISCHEY AVE,,,,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.18,-86.77,"(36.18, -86.77)",1825
